workbook,dropdowns,numbers,booleans,dates,strings,xrefs,total,composite
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.15.xlsx,0,533,0,59,62,0,654,9.15
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.19.xlsx,0,534,0,59,61,0,654,9.16
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.20.xlsx,0,534,0,59,61,0,654,9.16
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.23.xlsx,0,535,0,59,60,0,654,9.17
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.24.xlsx,0,534,0,59,61,0,654,9.16
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.25.xlsx,0,535,0,59,60,0,654,9.17
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.26.xlsx,0,535,0,59,60,0,654,9.17
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.27.xlsx,0,533,0,59,60,0,652,9.17
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.28.xlsx,0,534,0,59,60,0,653,9.17
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.29.xlsx,0,533,0,59,61,0,653,9.16
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.3.xlsx,0,531,0,59,64,0,654,9.12
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.30.xlsx,0,510,0,57,61,0,628,9.13
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.31.xlsx,0,510,0,57,61,0,628,9.13
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.32.xlsx,0,509,0,57,62,0,628,9.11
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.34.xlsx,0,511,0,57,60,0,628,9.14
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.35.xlsx,0,509,0,57,62,0,628,9.11
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.36.xlsx,0,508,0,57,62,0,627,9.11
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.38.xlsx,0,511,0,57,60,0,628,9.14
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.6.xlsx,0,530,0,59,63,0,652,9.13
3.774708.M1YNLQB2W4YMT52KSSLCRWGRJIKBC4ODB.1.xlsx,0,25364,0,0,3248,0,28612,8.98
3.775106.CAHOXPK4X5AEGYD2ZETYKNFSEIYN20JNB.1.xlsx,0,965,0,194,12,0,1171,9.91
3.775172.MQFYXDYUQOPWV54KAV4S3ULI1HQH0UTCA.1.xlsx,0,108,0,235,68,3550,3962,90.48
3.776616.B2QJ3K0NOXABOE0TYNWEYZBZKDBDOJ3OA.1.xlsx,0,965,0,194,12,0,1171,9.91
3.776730.KCKCWZZCNNW3MRGLNTANTXNPRCCFXM1XB.2.xlsx,0,708,0,0,85,0,837,8.56
3.776946.HEYPOD5TGV4HYJ4UC4J1LEM22ZHLWADGB.1.xlsx,0,25364,0,0,3248,0,28612,8.98
3.79244.BDIBEU4T44Y4M2DPVYJVBOUNIUTQONVSB.3.xlsx,0,565,0,0,423,1,1216,5.08
3.79244.BDIBEU4T44Y4M2DPVYJVBOUNIUTQONVSB.4.xlsx,0,297,0,0,465,0,895,3.84
3.80473.KXZUILIZQWJRUDSULDOJBPRGFAABVSM0A.1.xlsx,0,681,0,1,574,0,1285,5.75
3.80480.B0TND0M3GJIBJ0HNGAPSUY0JUT2Q4J4AB.1.xlsx,0,681,0,1,574,0,1285,5.75
3.80484.BLM5PKR2HZLXJ5GPPX4XYLTGLCSPCKA4A.1.xlsx,0,681,0,1,574,0,1285,5.75
3.80524.JY2EW054AZHAOCUACN3CXE3EONSYLGRYB.1.xlsx,0,255,0,4,118,0,381,7.11
3.80525.N2YQ511OP0F2E35D1WF133MOOSR1WVCFB.1.xlsx,0,255,0,4,118,0,381,7.11
3.80526.MFUFLLVJDEJEBGKRRT2X5PZJK3ZCS4G2B.1.xlsx,0,255,0,4,118,0,381,7.11
3.80529.CUWKB4OYJ00JKAW5OTWQ4VSLVXIKN0I4A.1.xlsx,0,255,0,4,118,0,381,7.11
3.80620.H1XYODT5CPGU5DTBTOTLAYVMFOMOAISDA.1.xlsx,0,2034,0,187,1251,0,3511,6.68
3.80685.CDFZXQL0QL33PNHCORSYRYXDJFILDQ4KB.1.xlsx,0,357,0,0,122,0,498,7.41
3.814816.KXZCQCQVV5QANRKJ4IAO0CXKR5PLHLYFA.1.xlsx,0,12877,0,3528,237,947,17604,14.71
3.815212.NV14OIUUTYK2ZQTAJVYVPLQ1HOUH3IAIB.1.xlsm,0,121846,0,20149,5360,0,147355,9.67
3.815329.OQZZ4OKRPNT2ZK5AMRHOD3ZDFCUSYMJSB.1.xlsm,0,639,0,2,818,0,1459,4.95
3.81549.AOFSUPFDG4TRXW0TXPFTS0YEUNIVP5OLB.1.xlsx,0,1448,0,39,994,0,2520,6.30
3.81556.KTYYXSPHLJELCLXUWXGBUUCIHL0Q1AEFB.1.xlsx,0,1320,0,39,942,0,2332,6.23
3.815730.DR230VQ1SWOMJCCWNHMUFMJTSGUV1HUHB.1.xlsx,0,2292,0,30,4358,0,6680,4.13
3.816786.GTUEDJ4Z3ZZ2WAEXZGCMJ453SYS4AH32A.1.xlsm,0,998,0,262,1131,0,2471,5.56
3.816987.GE3VBWBWSVIZUM5M555KO1RJUK00HKJRB.7.xlsm,0,2599,0,1,201,0,2801,9.35
3.816988.ICRZB0PVU2GFNGXG5AJI2DMFH44KKAWAB.6.xlsm,0,2599,0,1,172,0,2772,9.44
3.817031.EGWDNDICT2PXRIIZTUMBASL01CFNJCIZB.1.xlsm,0,2602,0,1,183,0,2786,9.41
3.817340.MCMO1VZKPWMEQUY4DMFTTAENXMBTLRDLA.1.xlsm,0,13994,0,234,810,0,15039,9.51
3.817347.DKGPXUW2PBB2SVB5DPPHUNZTS2DPJ440B.1.xlsm,0,13994,0,234,810,0,15039,9.51
3.817623.BWS54KFIGMJRSPMMGCVKKZ2UF1PMPEBEA.1.xlsm,0,14963,0,351,1203,0,16518,9.34
3.817832.PYW3U1VCS3FSP0INZEYXRITV33T2ZOEZA.1.xlsx,0,1515,0,1513,12,0,3040,9.96
3.817833.GEQXITRW312DTQ33QBUFNSZGPNRLLKQPB.1.xlsx,0,3027,0,3023,16,0,6066,9.98
3.817942.MH2SHLWFR413RZEGTLR0B0U4EPU2JXE4A.1.xlsm,0,16543,0,475,1428,0,18447,9.30
3.817943.BKCD0ONQ5OEZ1WDWQMORXSD4CBNPZZXKB.1.xlsm,0,29697,0,2936,11073,0,43707,7.72
3.818920.KJKP5LYKTNIODOEI4JDOKJ2BXJI5P0BIA.1.xlsx,0,759,0,279,49,0,1087,9.59
3.819039.NR3KTUYD1GTO1DJ5MWH14RWNJC5CH2YLA.1.xlsx,0,434,0,104,42,0,583,9.30
3.819173.MULL235XPCDEDMM31UNGUJEUZK0HF0P4A.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.819176.OWSZWIW52V4JMB1OZ21JALXL3PCSML0PA.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.819178.HSZGSQ5GIDYMCO5IGG5SKHSSET4UMWLTB.1.xlsx,0,879,0,31,1715,0,2819,3.84
3.819181.MODD5TCFVDO0YUEDJS1QPYMCX2N5IJODA.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.819186.BUQZLPAJNLTXHQ0E0PUH03I5SRYY1PEQB.1.xlsx,0,879,0,31,1715,0,2819,3.84
3.819186.BUQZLPAJNLTXHQ0E0PUH03I5SRYY1PEQB.2.xlsx,0,896,0,1,1386,0,2431,4.26
3.819191.BPNMF22EUXDKIGXBZDWSSGBAI5SMSKDSB.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.819193.FZFZ3Q50HVQMXRWVLKA41BFKNBA4GTFDA.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.819195.GNW5GVGSZ0REMNPP1K4NK24AJ5A5GWRTA.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.819199.FJU1ZGPFJCYZAKGFI0SRPUTBSELEP4CRA.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.819200.IUNRADGIZPWXQKZUHPB2TT4WEISNRUI0A.1.xlsx,0,217,0,0,274,0,493,4.96
3.819374.ODLPKMFVLEFKAWB03UOGPOFZV2CUDR2EA.1.xlsx,0,730,0,0,1467,0,2197,3.99
3.819376.ESKLUISPFMORARBYRO5XH0QU4CO32IVWA.1.xlsx,0,476,0,0,499,0,975,5.39
3.819377.O2Q2CZQGB0QQCKXVMW4B4ONJH2SBYK4RA.1.xlsx,0,476,0,0,499,0,975,5.39
3.819379.EGTZ03ERBVEWKBYNM1KE11FGWRBBXTLIA.1.xlsx,0,476,0,0,499,0,975,5.39
3.819672.A5CWW4KQQ1ECT1JOIFQZ45PS3CYCKKNSA.2.xlsx,0,220,0,0,275,0,497,4.98
3.819672.A5CWW4KQQ1ECT1JOIFQZ45PS3CYCKKNSA.3.xlsx,0,217,0,0,274,0,493,4.96
3.819679.OUBG5QTOUH4L3033E1OH4EGV5UV0HSFUB.1.xlsx,0,222,0,0,275,0,500,4.99
3.819796.KGON0DY25R4TU2W2O3Z34LUQE3JWEPKCB.1.xlsx,0,2777,0,462,20,0,3259,9.94
3.819856.KNEENWM242P1P4DROMVZK2LQPJSOP4LTA.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.819901.MG4MWXCGAYSFE53PPEW1XJ4VTWI1LWR0A.1.xlsx,0,759,0,279,49,0,1087,9.59
3.819963.LUVHLV1XJG2LSQOATRLYSAYUPJRQ3ROFB.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.819971.M2SQEMIBQMRZ4COII4W0LIWXJGQVQGISB.1.xlsx,0,879,0,31,1715,0,2819,3.84
3.820081.I3AELOU4FF4CTDTL5ZBYU3TFXYFFIUIWA.1.xlsx,0,2777,0,462,20,0,3259,9.94
3.820101.EOBEE0FYQT5YKSFCF1J1ZT5LQJEVTWWTB.1.xlsx,0,879,0,31,1715,0,2819,3.84
3.820101.EOBEE0FYQT5YKSFCF1J1ZT5LQJEVTWWTB.2.xlsx,0,896,0,1,1386,0,2431,4.26
3.820259.PGBUTHLZMITOKSXXPN53OTKH2ATQ0QI2A.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.820276.IIFVOPTOJK3OZGIM5DFZBXJYJJOMVYRGA.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.820290.E1VZ4ICH02DCIXJAESI4YS4V1LRTHPFOB.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.820295.PRRKKV4H1WPBQKKBTD4ARYYV5GJFJ2UXA.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.820305.BLZGEV0M51XESOHGI2NIRJYXAHIRGNHGB.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.820342.O15KZSXJCZK51DFFDLHZM30NK4GFFKWZB.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.820347.PVPIEBTDSFXAKX3UN1PCITNWVMHV2L3JB.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.820365.PHOGGV0RFOVR1BRVBWJ25QCAMFXL2EFYA.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.820570.EBDII2FNALOP4VFAINO3UYKGZ1YFFTTQA.2.xlsx,0,217,0,0,274,0,493,4.96
3.820642.L1RDQYRY4RKUXNWDF5Y2GAXVJGYEXYWZB.3.xlsx,0,679,0,0,1557,0,2405,3.47
3.821004.IBBFFY1KKZ5MJ2ZCIWMTAYSKC2TL3COXA.1.xlsx,0,759,0,279,49,0,1087,9.59
3.821027.CKCKXQQ3FCOT5TKCAGRIKC1BY0IV3TVOB.1.xlsm,0,6492,0,167,6303,0,12983,5.61
3.821202.JCHPY14HKOXXBMY12WR4XKNV5J1Z1DJDB.1.xlsx,0,759,0,279,49,0,1087,9.59
3.821244.MUOR1DQUHKANVLXHRGX4PW5ALR2H5DHDB.1.xlsm,0,6492,0,167,6303,0,12983,5.61
3.821299.KIATEDPJEZLCVNONE5LZAVWHNH3BBPLZB.1.xlsm,0,401,0,45,306,0,754,6.32
3.821446.LMEMKHHHXFSFJF1Y1HB414BRMERZ3DGAB.1.xlsx,0,879,0,31,1715,0,2819,3.84
3.821446.LMEMKHHHXFSFJF1Y1HB414BRMERZ3DGAB.2.xlsx,0,896,0,1,1386,0,2431,4.26
3.821521.CEFW1TEC10IRFVXOWAV04NEUVPP252YRB.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.821562.GPHDH4P4QLA0XSTTYASFAK0W1RO1S04IA.1.xlsx,0,434,0,104,42,0,583,9.30
3.821650.MYRP2SQYBSNS3SQGSRHGUHULNQ0HPWSOB.1.xlsx,0,434,0,104,42,0,583,9.30
3.821707.BJXIQGBAQM4DDPNUPKG4PV0AORGAVQMDB.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.821783.BU5YQJGTCB0M5RPL0KULN2YFBPTC5X01A.3.xlsx,0,679,0,0,1557,0,2405,3.47
3.821874.POMBHEX4XUUHAQNKU3EXVW4DKN3D1BBNA.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.821913.CN0QVFSYFLBCXOUM4FJHG45OVEYIXQNHA.1.xlsx,0,217,0,0,274,0,493,4.96
3.821987.FEY0MEOE33BOAA20NQYDA0KDA1T14NNHB.1.xlsx,0,349,0,1,102,0,453,7.95
3.821991.BLFQD03LODYPMQSKIGQIJWV4M4ALLZI4A.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.822011.MVVFJBXQYEKDNBDVMVKB0VDXQVM02HE4B.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.822131.IUWSKVOG0JMVKA0MOB3OTAR2I0SGTOLOB.3.xlsx,0,679,0,0,1557,0,2405,3.47
3.822435.F5HUFAEDYQDSCHUCFTNV5Z0EPQB0NCC4B.1.xlsx,0,5853,0,5,1573,0,7579,7.94
3.822542.BLUHT0UTKLM4AZ3KQVV40X3KOQXIJYMYB.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.822556.A4HDN5YOLKZOXRY3OZTSKPPTBPTXM32QB.1.xlsx,0,548,0,0,226,0,774,7.37
3.822583.JGG1ZCKABQIS4QJBRXW0F20EYX1DPUSOB.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.822799.IHC44LDWRRZX0BSCLM5CDBZSZ3VRSK24B.2.xlsx,0,217,0,0,274,0,493,4.96
3.822838.FKVIMYP1Z12VKL2DPK3N3PJQ3AN2K4Z0A.1.xlsx,0,217,0,0,274,0,493,4.96
3.822888.AMKW21NX2CE0WLOKSW1YQCSDGWOHTPM2A.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.822946.C151THNINE5HH5IM1TFSQJCUUKVEUVMXB.2.xlsx,0,217,0,0,274,0,493,4.96
3.822947.NLBZPLO001LJD4WN2STSMWIHZICTDFWBA.1.xlsx,0,879,0,31,1715,0,2819,3.84
3.823041.AWW1TDZVUCEWSRUHOHPSH3GMB2YKJSDMA.1.xlsm,0,1441,0,27,429,103,1944,13.07
3.823140.K1QJSUA2DVK3CYDUT5ETT2DQ4IQI1XTUB.1.xlsx,0,5852,0,5,1573,0,7579,7.94
3.823350.OWU30GY0J4NP3HNRDZHIBO3ZZRYJGZN3A.1.xlsx,0,896,0,1,1386,0,2431,4.26
3.823371.P0JY33NZHDQIDSPQ1CYJPLI1MBGIVVTYB.1.xlsx,0,217,0,0,274,0,493,4.96
3.823433.NGRQYDWWTGX0YXTRSY3AZ1WNXFXDKYEWA.1.xlsx,0,759,0,279,49,0,1087,9.59
3.823475.IAKOPDA11FKXISRUVY1YXZJDLPIPKG0YA.1.xlsx,0,879,0,31,1715,0,2819,3.84
3.823511.EPNSJBE5QY1EOM2NFSEVXVCLUUW5OOLUA.1.xlsx,0,759,0,279,49,0,1087,9.59
3.823664.EVHG1YSVXJ1JEODN0TRRL3XOIBLEYJAMB.1.xlsx,0,434,0,104,42,0,583,9.30
3.823683.J2BFX3SUBM22TSI3XX2RQGYSQ3PTAGXLB.1.xlsx,0,759,0,279,49,0,1087,9.59
3.823775.PCY044DVFXNF5P2RH3WO3DU1WNHQFNBKB.1.xlsx,0,113,1,7,234,69,440,18.96
3.823776.MFCV3K43SPDEDNCNISYA3UEKILDH2GRFB.1.xlsx,0,113,1,7,234,69,440,18.96
3.823842.L2VL1RW45MBPYO1L2FSKCAAMWOXXKDC1B.1.xlsx,0,113,1,7,234,69,440,18.96
3.823844.ORNBHEDPAFMOOXFGKATBOH3NVNLGTUBNB.1.xlsx,0,113,1,7,234,69,440,18.96
3.823969.BEPNUYXG5TXO2GRBZNVPBKDW2WER34HFB.1.xlsx,0,113,1,7,234,69,440,18.96
3.823976.C40RCSXC00SNRSEJB3MAI0GSYRWIPVQ1A.1.xlsx,0,113,1,7,234,69,440,18.96
3.824442.HUAH3XKOMUBSN1YEP2CRRLR03QZY15SYA.1.xlsx,0,113,1,7,234,69,440,18.96
3.824447.AXZ00WV44S13J21R0VYFG0LU1EJD50NKB.1.xlsx,0,113,1,7,234,69,440,18.96
3.824626.ID4NY1K4SAGFJTJORVWQGZGZERETVYMQA.1.xlsx,0,759,0,279,49,0,1087,9.59
3.824627.IFLOD11JD0NA5YTW4P1QA1QZDVJXDDGZB.2.xlsx,0,217,0,0,274,0,493,4.96
3.82892.NFNVTQS0IFSPSDTVP3Q3510BIDZARUPEB.2.xlsx,0,40174,0,276,9551,0,50001,8.28
3.834940.CIUKHWLIWMNLQOATYHNNWJIFE0HKM3GFA.1.xlsx,0,25276,0,2531,11791,0,39598,7.32
3.834941.MENAUHSO0AWOMTEIPF24HZHEC2IFBLIAB.1.xlsx,0,24895,0,2340,10950,0,38185,7.42
3.834942.PDBS0UICT32NWPFILAN4HE354HM4QACXB.1.xlsx,0,25155,0,2470,11518,0,39143,7.35
3.834943.OMFOCLG102EU1LGOVKUZWLTY5MUCKYGGA.1.xlsx,0,26398,0,3003,14170,0,43571,7.07
3.837000.N42VQ41R2RCYZ11ZUC2IWEXYVM3XHEJQA.1.xlsx,0,25477,0,2628,12218,0,40323,7.27
3.837005.M3CSBP3K0KF3Q40P4E3BE2XYUT45IGX3A.1.xlsx,0,1563,0,0,56,0,1619,9.69
3.837302.O2X1ZKFBXVWPGZTW2SJMTOHIAIC14UFZA.1.xlsx,0,27469,0,3420,16301,0,47190,6.89
3.837360.D0Z4JQEVGFRJ2YB0GH3SPHH3DQSPLTHGA.1.xlsx,0,27088,0,3235,15474,0,45797,6.96
3.837383.NUSYUIANOOJW2JNIS31CBHEE0UW3TLAWB.1.xlsx,0,17717,0,0,10621,0,28338,6.63
3.838428.H3EEAUN0AMEI3JTAECKZWOXEC0ZOTE1TB.1.xlsx,0,914,0,1,1796,0,2720,4.02
3.838432.ATCWD3GVQKJ5I2YDX0FPRLTSFLTKQCZAB.1.xlsx,0,823,0,1,1609,0,2441,4.03
3.838631.LDCULIMGFJ3TKUE2MNM2FL4QBWYHBOPDB.1.xlsx,0,3471,0,1612,6782,0,11865,4.86
3.838636.OJLUGSIUXDKF2010QOMWU21Y0IHH5I15B.1.xlsx,0,1006,0,1,1985,0,3002,4.02
3.838655.AO1MGVJMI5IHKAAU5ESR5RI2A1RHEAIKB.1.xlsx,0,1087,0,1,2175,0,3274,3.99
3.838797.FXMRTAGADONOZML1CLMMQK5PXBYYJGK4B.1.xlsx,0,813,0,70,348,0,1231,7.46
3.838964.LYZAHIZF31IWI0KDUKF3EM5GLKYH15PTB.1.xlsx,0,25903,0,2837,13207,0,41947,7.17
3.839048.CF1JLW0PYO0BHZZ2FYJTX0SU2M5J1SQVB.1.xlsx,0,940,0,0,157,0,1097,8.71
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.1.xlsx,0,573,0,0,432,3,1235,5.23
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.2.xlsx,0,573,0,0,432,3,1235,5.23
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.3.xlsx,0,565,0,0,423,1,1216,5.08
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.4.xlsx,0,297,0,0,465,0,895,3.84
3.855260.JY2RMXX3C3GZNIJ45OMT4RSJ3RU1S0PDA.1.xlsm,0,541,0,83,383,0,1012,6.54
3.855287.CHCRZ3PDMRFXYDY2TELF1NI4XSODUDWDB.1.xlsm,0,5670,0,1605,2575,0,9850,7.65
3.855312.HVZOBFCEZXAXVAGAABB4VD3UUNJBMMXGB.1.xlsx,0,1374,0,35,483,0,1930,7.55
3.855401.NQTNQVQG0JR3WD2L3YKWVA5FO2UAGXHMA.1.xlsm,0,624,0,83,164,47,923,12.93
3.855406.JBG2EVUODD3RI40ZG41BNX3AWW3PRJW1A.1.xlsm,0,5670,0,1605,2575,0,9850,7.65
3.855463.N1LDOTHBEL4ZEC1VFUGI1QEDRMW1NRVLB.1.xlsx,0,267162,0,30888,10577,0,308627,9.69
3.855490.H0N0OXI0IYXVMIWWQHWL5X01NLXWVTZPA.1.xlsx,0,157469,0,27552,1260,0,186281,9.94
3.85559.DP4B24LUHWXYIL1LXATZKR3H12TAFKSVA.1.xlsx,0,1319,0,0,157,0,1477,9.04
3.85559.DP4B24LUHWXYIL1LXATZKR3H12TAFKSVA.4.xlsx,0,1317,0,0,152,0,1470,9.06
3.855804.DZEOZQGF32EYOKEEMV04JASQ1AKSFX2RA.1.xlsx,0,397,0,60,63,0,522,8.88
3.856015.A3BABD4BDCFHUGTZDTG3PXP3YOQU3HWOA.1.xlsx,0,3828,0,0,823,0,4651,8.41
3.856020.DTYE23TGBYHZWR2E3XTZ31HSDUMTFJHYA.1.xlsx,0,157469,0,27552,1260,0,186281,9.94
3.856853.PC4HEJ3IXGMRXOZXQTDO4FDNEQ5IQO4BB.1.xlsx,0,3032,0,618,53,0,3710,9.85
3.857806.MPQNLLQYGEN4KWBWXZUSAC34KKLXNVZXB.1.xlsx,0,3019,0,620,23,0,3667,9.93
3.858005.CSUAAG44HVF0QGWG2Q3RA13NMUEP4DAZB.1.xlsx,0,17695,0,1260,1691,0,20649,9.26
3.858005.CSUAAG44HVF0QGWG2Q3RA13NMUEP4DAZB.2.xlsx,0,14087,0,1750,2244,9441,27526,40.13
3.858005.CSUAAG44HVF0QGWG2Q3RA13NMUEP4DAZB.4.xlsx,0,1454,0,189,158,214,2100,18.09
3.858242.CCW42IYVLH23S0Q2PNRUQJUWNM2JUHIIB.1.xlsx,0,421,0,178,8,0,607,9.88
3.858244.JKKJ3QFWQXW5BO1IE00XLPPSGDCPQLA5B.1.xlsx,0,472,0,36,29,0,538,9.50
3.858497.FYGGIY3L1IKHKHHNND4FWF5D5VVE5Y11B.1.xlsx,0,6551,0,2418,186,0,9155,9.82
3.858834.AEUESQBSRELBEEVUDMJHGD3BH5O1T10RA.1.xlsx,0,389,0,137,135,0,667,8.09
3.858857.OQLG42ASGU2QFIF2LLYCVHDT5KN1R4IWB.1.xlsx,0,1291,0,45,168,0,1507,8.98
3.859146.DFFCA2MHTVZ2VGDOSFEN2ZEITLG2JL1JA.1.xlsm,0,1892439,0,41976,277977,0,2212465,8.87
3.859151.IUBPOMBOWHO34VMHPJHVYSPQLSV3K5QOB.1.xlsx,0,472,0,36,29,0,538,9.50
3.859156.LI50CNG3SZNPIQOL10M3XM3V0NTZTUQPA.1.xlsx,0,421,0,178,8,0,607,9.88
3.859184.H1H032FBIO4OXGAAQD3H1LXI4DJ33SSRB.1.xlsx,0,389,0,137,135,0,667,8.09
3.859263.FLO35YXURUCGJMJ2J3UY531RLKKVBOHGB.1.xlsx,0,389,0,137,135,0,667,8.09
3.859681.K43LJEXYLWVZS11QIBJBWYGIWG40IZONA.1.xlsx,0,602,0,301,4,0,907,9.96
3.859704.BAV5NIHUDVBKD3CKSNGLIXJN55LRPV3HA.1.xlsx,0,894,0,301,8,0,1212,9.87
3.859719.BTHEX0OEQKNI5NX25AV0TJGOGMCS1BIIB.1.xlsx,0,894,0,301,14,0,1218,9.82
3.860276.GS2JHHNRLD0VALSYUMZWM0FM0QJ4X0YGB.1.xlsx,0,1463,0,732,63,0,2259,9.74
3.860356.H5QWY421GUDXMJEDHAHL0JXSGY4VKA2YA.8.xlsx,0,329,0,2,179,0,522,6.68
3.860585.H3YP1HPHBTSL2RSLQ3CNSNDQ1DFHU0OUA.1.xlsx,0,1249,0,2,81,0,1334,9.44
3.860918.BNZGOQQZ2ZBX1T5DIDV0JCNVPC2LG0PCA.1.xlsx,0,1461,0,1509,7,0,2977,9.98
3.861105.GVKQ5CWIJTHDSVSS1GDGGVSJXU45O5S5A.1.xlsx,0,1461,0,1509,7,0,2977,9.98
3.861133.DXCNDG5N43XW5XTJTAXG5CSJTW0TONBNB.1.xlsx,0,1462,0,1509,1681,0,4652,6.75
3.861147.KPBU15COYDQGI42RAD5VU3FAGHTVMY44A.1.xlsx,0,8043,0,38,125,0,8206,9.86
3.861150.HBIGVBISETSY2ITAYW3OG22LS4FBOJGXB.1.xlsx,0,1700,0,416,125,0,2246,9.48
3.861165.C4QQPZMMVWUT05YND5COFVBGN3ZL5JSSB.1.xlsx,0,8042,0,40,127,0,8210,9.86
3.861172.OPJLL5XRFVMB5CMGS0JGL4DWK5E4QBTLB.1.xlsx,0,8047,0,40,130,0,8218,9.86
3.861187.AVNXJDJMMZ0CAH1M2MW5DG3O2XCUJGVTB.1.xlsx,0,8047,0,40,130,0,8218,9.86
3.861225.L51ARCH50ZH0HON4ZCIJG2SK3J5XGJDBA.1.xlsx,0,8091,0,51,211,0,8353,9.77
3.861239.N50NJP5NRKIZZUVMSWLFTQMVGRTK4M4XA.1.xlsx,0,8050,0,52,288,0,8391,9.69
3.861250.G2FO05Y3WADXVDH5QWRHFCUQR1XQO2APB.1.xlsx,0,9535,0,2,242,0,9824,9.73
3.861251.BVJFEV0AUBXNRJTYD43FCON15D2UTDBSA.1.xlsx,0,9535,0,2,242,0,9824,9.73
3.861267.HJX0LU3DPRSSWTUXFX3XJXKVLEPYER1MB.1.xlsx,0,1462,0,1509,1681,0,4652,6.75
3.861275.I5IUQ0NNHE0XQHZPGB3GEIRAP31CNQHSB.1.xlsx,0,9535,0,2,243,0,9825,9.73
3.861324.JKGFIHIP1YRT5TVQWCOEGCSRRYJMFN03B.3.xlsx,0,1462,0,1509,1681,0,4652,6.75
3.861450.FRPNLXTAJ4OMTEL3EDVW41OTNI53FSYQB.1.xlsx,0,824,0,260,485,0,1569,7.22
3.861658.ODNOR51431SG4GVGAIF44C1WYNYHXJPKB.1.xlsx,0,894,0,301,8,0,1212,9.87
3.861685.MLHWQTFUU24EYD3KBBMDHCU4ZFY03QRPA.1.xlsx,0,602,0,301,4,0,907,9.96
3.861714.AW22V4DRCCTLJKOEIP0RCHK5OSWIJTWKB.1.xlsx,0,1249,0,2,81,0,1334,9.44
3.862785.CTCC0FFMATCBLP0W1JBPKDD4JPEFMSIDA.1.xlsx,0,894,0,301,14,0,1218,9.82
3.862788.NKKFOKKGZIZJJWKGYE4H5FVMKBY5ECXWB.1.xlsx,0,894,0,301,8,0,1212,9.87
3.862792.G2BAHFDIA2NOCQVOEYY4HAZHN51HJ30EA.1.xlsx,0,602,0,301,4,0,907,9.96
3.862828.OAL3QWBIBCN0VSXBXDWKNAECKSEMNKTWA.8.xlsx,0,329,0,2,179,0,522,6.68
3.862848.MGNNMF3J5IAACKENO5PSF4AZ5TXDMZRCB.1.xlsx,0,37106,0,38,130,0,37274,9.97
