workbook,circular,mean,max,p10,p50,p90
3.79244.BDIBEU4T44Y4M2DPVYJVBOUNIUTQONVSB.3.xlsx,0,2.16,10.00,0.00,1.00,5.00
3.79244.BDIBEU4T44Y4M2DPVYJVBOUNIUTQONVSB.4.xlsx,0,4.05,19.00,0.00,2.00,11.00
3.80473.KXZUILIZQWJRUDSULDOJBPRGFAABVSM0A.1.xlsx,0,8.07,32.00,1.00,6.00,19.00
3.80480.B0TND0M3GJIBJ0HNGAPSUY0JUT2Q4J4AB.1.xlsx,0,8.07,32.00,1.00,6.00,19.00
3.80484.BLM5PKR2HZLXJ5GPPX4XYLTGLCSPCKA4A.1.xlsx,0,8.07,32.00,1.00,6.00,19.00
3.80524.JY2EW054AZHAOCUACN3CXE3EONSYLGRYB.1.xlsx,0,2.19,5.00,1.00,2.00,3.00
3.80525.N2YQ511OP0F2E35D1WF133MOOSR1WVCFB.1.xlsx,0,2.19,5.00,1.00,2.00,3.00
3.80526.MFUFLLVJDEJEBGKRRT2X5PZJK3ZCS4G2B.1.xlsx,0,2.19,5.00,1.00,2.00,3.00
3.80529.CUWKB4OYJ00JKAW5OTWQ4VSLVXIKN0I4A.1.xlsx,0,2.19,5.00,1.00,2.00,3.00
3.80620.H1XYODT5CPGU5DTBTOTLAYVMFOMOAISDA.1.xlsx,0,3.78,42.00,1.00,2.00,7.00
3.80685.CDFZXQL0QL33PNHCORSYRYXDJFILDQ4KB.1.xlsx,0,2.78,10.00,1.00,2.00,5.00
3.814816.KXZCQCQVV5QANRKJ4IAO0CXKR5PLHLYFA.1.xlsx,0,10.79,415.00,0.00,1.00,2.00
3.815212.NV14OIUUTYK2ZQTAJVYVPLQ1HOUH3IAIB.1.xlsm,0,3.04,201.00,1.00,1.00,2.00
3.815329.OQZZ4OKRPNT2ZK5AMRHOD3ZDFCUSYMJSB.1.xlsm,0,116.92,362.00,1.00,84.00,303.00
3.81549.AOFSUPFDG4TRXW0TXPFTS0YEUNIVP5OLB.1.xlsx,0,4.58,42.00,1.00,2.00,8.00
3.81556.KTYYXSPHLJELCLXUWXGBUUCIHL0Q1AEFB.1.xlsx,0,4.17,42.00,1.00,2.00,7.00
3.815730.DR230VQ1SWOMJCCWNHMUFMJTSGUV1HUHB.1.xlsx,0,0.97,1.00,1.00,1.00,1.00
3.816786.GTUEDJ4Z3ZZ2WAEXZGCMJ453SYS4AH32A.1.xlsm,0,1.62,4.00,0.00,2.00,2.00
3.816987.GE3VBWBWSVIZUM5M555KO1RJUK00HKJRB.7.xlsm,0,1.47,4.00,1.00,1.00,3.00
3.816988.ICRZB0PVU2GFNGXG5AJI2DMFH44KKAWAB.6.xlsm,0,1.50,4.00,1.00,1.00,3.00
3.817031.EGWDNDICT2PXRIIZTUMBASL01CFNJCIZB.1.xlsm,0,1.46,4.00,1.00,1.00,3.00
3.817340.MCMO1VZKPWMEQUY4DMFTTAENXMBTLRDLA.1.xlsm,0,1.06,3.00,1.00,1.00,1.00
3.817347.DKGPXUW2PBB2SVB5DPPHUNZTS2DPJ440B.1.xlsm,0,1.06,3.00,1.00,1.00,1.00
3.817623.BWS54KFIGMJRSPMMGCVKKZ2UF1PMPEBEA.1.xlsm,0,1.06,3.00,1.00,1.00,1.00
3.817832.PYW3U1VCS3FSP0INZEYXRITV33T2ZOEZA.1.xlsx,0,1.50,2.00,1.00,1.00,2.00
3.817833.GEQXITRW312DTQ33QBUFNSZGPNRLLKQPB.1.xlsx,0,1.50,2.00,1.00,1.00,2.00
3.817942.MH2SHLWFR413RZEGTLR0B0U4EPU2JXE4A.1.xlsm,0,1.06,3.00,1.00,1.00,1.00
3.817943.BKCD0ONQ5OEZ1WDWQMORXSD4CBNPZZXKB.1.xlsm,0,1.05,3.00,1.00,1.00,1.00
3.818920.KJKP5LYKTNIODOEI4JDOKJ2BXJI5P0BIA.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.819039.NR3KTUYD1GTO1DJ5MWH14RWNJC5CH2YLA.1.xlsx,0,1.03,2.00,0.00,1.00,2.00
3.819173.MULL235XPCDEDMM31UNGUJEUZK0HF0P4A.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.819176.OWSZWIW52V4JMB1OZ21JALXL3PCSML0PA.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.819178.HSZGSQ5GIDYMCO5IGG5SKHSSET4UMWLTB.1.xlsx,0,3.69,23.00,1.00,3.00,9.00
3.819181.MODD5TCFVDO0YUEDJS1QPYMCX2N5IJODA.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.819186.BUQZLPAJNLTXHQ0E0PUH03I5SRYY1PEQB.1.xlsx,0,3.69,23.00,1.00,3.00,9.00
3.819186.BUQZLPAJNLTXHQ0E0PUH03I5SRYY1PEQB.2.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.819191.BPNMF22EUXDKIGXBZDWSSGBAI5SMSKDSB.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.819193.FZFZ3Q50HVQMXRWVLKA41BFKNBA4GTFDA.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.819195.GNW5GVGSZ0REMNPP1K4NK24AJ5A5GWRTA.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.819199.FJU1ZGPFJCYZAKGFI0SRPUTBSELEP4CRA.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.819200.IUNRADGIZPWXQKZUHPB2TT4WEISNRUI0A.1.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.819374.ODLPKMFVLEFKAWB03UOGPOFZV2CUDR2EA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.819376.ESKLUISPFMORARBYRO5XH0QU4CO32IVWA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.819377.O2Q2CZQGB0QQCKXVMW4B4ONJH2SBYK4RA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.819379.EGTZ03ERBVEWKBYNM1KE11FGWRBBXTLIA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.819672.A5CWW4KQQ1ECT1JOIFQZ45PS3CYCKKNSA.2.xlsx,0,5.78,32.00,1.00,4.00,12.00
3.819672.A5CWW4KQQ1ECT1JOIFQZ45PS3CYCKKNSA.3.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.819679.OUBG5QTOUH4L3033E1OH4EGV5UV0HSFUB.1.xlsx,0,5.79,32.00,1.00,4.00,12.00
3.819796.KGON0DY25R4TU2W2O3Z34LUQE3JWEPKCB.1.xlsx,0,0.82,2.00,0.00,1.00,1.00
3.819856.KNEENWM242P1P4DROMVZK2LQPJSOP4LTA.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.819901.MG4MWXCGAYSFE53PPEW1XJ4VTWI1LWR0A.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.819963.LUVHLV1XJG2LSQOATRLYSAYUPJRQ3ROFB.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.819971.M2SQEMIBQMRZ4COII4W0LIWXJGQVQGISB.1.xlsx,0,3.69,23.00,1.00,3.00,9.00
3.820081.I3AELOU4FF4CTDTL5ZBYU3TFXYFFIUIWA.1.xlsx,0,0.82,2.00,0.00,1.00,1.00
3.820101.EOBEE0FYQT5YKSFCF1J1ZT5LQJEVTWWTB.1.xlsx,0,3.69,23.00,1.00,3.00,9.00
3.820101.EOBEE0FYQT5YKSFCF1J1ZT5LQJEVTWWTB.2.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.820259.PGBUTHLZMITOKSXXPN53OTKH2ATQ0QI2A.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.820276.IIFVOPTOJK3OZGIM5DFZBXJYJJOMVYRGA.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.820290.E1VZ4ICH02DCIXJAESI4YS4V1LRTHPFOB.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.820295.PRRKKV4H1WPBQKKBTD4ARYYV5GJFJ2UXA.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.820305.BLZGEV0M51XESOHGI2NIRJYXAHIRGNHGB.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.820342.O15KZSXJCZK51DFFDLHZM30NK4GFFKWZB.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.820347.PVPIEBTDSFXAKX3UN1PCITNWVMHV2L3JB.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.820365.PHOGGV0RFOVR1BRVBWJ25QCAMFXL2EFYA.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.820570.EBDII2FNALOP4VFAINO3UYKGZ1YFFTTQA.2.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.820642.L1RDQYRY4RKUXNWDF5Y2GAXVJGYEXYWZB.3.xlsx,0,3.55,17.00,1.00,3.00,8.00
3.821004.IBBFFY1KKZ5MJ2ZCIWMTAYSKC2TL3COXA.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.821027.CKCKXQQ3FCOT5TKCAGRIKC1BY0IV3TVOB.1.xlsm,0,1.78,27.00,1.00,2.00,2.00
3.821202.JCHPY14HKOXXBMY12WR4XKNV5J1Z1DJDB.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.821244.MUOR1DQUHKANVLXHRGX4PW5ALR2H5DHDB.1.xlsm,0,1.78,27.00,1.00,2.00,2.00
3.821299.KIATEDPJEZLCVNONE5LZAVWHNH3BBPLZB.1.xlsm,0,3.98,12.00,1.00,4.00,7.00
3.821446.LMEMKHHHXFSFJF1Y1HB414BRMERZ3DGAB.1.xlsx,0,3.69,23.00,1.00,3.00,9.00
3.821446.LMEMKHHHXFSFJF1Y1HB414BRMERZ3DGAB.2.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.821521.CEFW1TEC10IRFVXOWAV04NEUVPP252YRB.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.821562.GPHDH4P4QLA0XSTTYASFAK0W1RO1S04IA.1.xlsx,0,1.03,2.00,0.00,1.00,2.00
3.821650.MYRP2SQYBSNS3SQGSRHGUHULNQ0HPWSOB.1.xlsx,0,1.03,2.00,0.00,1.00,2.00
3.821707.BJXIQGBAQM4DDPNUPKG4PV0AORGAVQMDB.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.821783.BU5YQJGTCB0M5RPL0KULN2YFBPTC5X01A.3.xlsx,0,3.55,17.00,1.00,3.00,8.00
3.821874.POMBHEX4XUUHAQNKU3EXVW4DKN3D1BBNA.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.821913.CN0QVFSYFLBCXOUM4FJHG45OVEYIXQNHA.1.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.821987.FEY0MEOE33BOAA20NQYDA0KDA1T14NNHB.1.xlsx,0,1.82,6.00,1.00,2.00,2.00
3.821991.BLFQD03LODYPMQSKIGQIJWV4M4ALLZI4A.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.822011.MVVFJBXQYEKDNBDVMVKB0VDXQVM02HE4B.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.822131.IUWSKVOG0JMVKA0MOB3OTAR2I0SGTOLOB.3.xlsx,0,3.55,17.00,1.00,3.00,8.00
3.822435.F5HUFAEDYQDSCHUCFTNV5Z0EPQB0NCC4B.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.822542.BLUHT0UTKLM4AZ3KQVV40X3KOQXIJYMYB.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.822556.A4HDN5YOLKZOXRY3OZTSKPPTBPTXM32QB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.822583.JGG1ZCKABQIS4QJBRXW0F20EYX1DPUSOB.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.822799.IHC44LDWRRZX0BSCLM5CDBZSZ3VRSK24B.2.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.822838.FKVIMYP1Z12VKL2DPK3N3PJQ3AN2K4Z0A.1.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.822888.AMKW21NX2CE0WLOKSW1YQCSDGWOHTPM2A.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.822946.C151THNINE5HH5IM1TFSQJCUUKVEUVMXB.2.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.822947.NLBZPLO001LJD4WN2STSMWIHZICTDFWBA.1.xlsx,0,3.69,23.00,1.00,3.00,9.00
3.823041.AWW1TDZVUCEWSRUHOHPSH3GMB2YKJSDMA.1.xlsm,0,1.10,5.00,0.00,1.00,3.00
3.823140.K1QJSUA2DVK3CYDUT5ETT2DQ4IQI1XTUB.1.xlsx,0,15.04,202.00,1.00,4.00,26.00
3.823350.OWU30GY0J4NP3HNRDZHIBO3ZZRYJGZN3A.1.xlsx,0,6.94,94.00,1.00,3.00,19.00
3.823371.P0JY33NZHDQIDSPQ1CYJPLI1MBGIVVTYB.1.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.823433.NGRQYDWWTGX0YXTRSY3AZ1WNXFXDKYEWA.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.823475.IAKOPDA11FKXISRUVY1YXZJDLPIPKG0YA.1.xlsx,0,3.69,23.00,1.00,3.00,9.00
3.823511.EPNSJBE5QY1EOM2NFSEVXVCLUUW5OOLUA.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.823664.EVHG1YSVXJ1JEODN0TRRL3XOIBLEYJAMB.1.xlsx,0,1.03,2.00,0.00,1.00,2.00
3.823683.J2BFX3SUBM22TSI3XX2RQGYSQ3PTAGXLB.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.823775.PCY044DVFXNF5P2RH3WO3DU1WNHQFNBKB.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.823776.MFCV3K43SPDEDNCNISYA3UEKILDH2GRFB.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.823842.L2VL1RW45MBPYO1L2FSKCAAMWOXXKDC1B.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.823844.ORNBHEDPAFMOOXFGKATBOH3NVNLGTUBNB.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.823969.BEPNUYXG5TXO2GRBZNVPBKDW2WER34HFB.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.823976.C40RCSXC00SNRSEJB3MAI0GSYRWIPVQ1A.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.824442.HUAH3XKOMUBSN1YEP2CRRLR03QZY15SYA.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.824447.AXZ00WV44S13J21R0VYFG0LU1EJD50NKB.1.xlsx,0,1.40,5.00,0.00,1.00,3.00
3.824626.ID4NY1K4SAGFJTJORVWQGZGZERETVYMQA.1.xlsx,0,4.47,92.00,1.00,1.00,2.00
3.824627.IFLOD11JD0NA5YTW4P1QA1QZDVJXDDGZB.2.xlsx,0,5.88,32.00,1.00,4.00,12.00
3.82892.NFNVTQS0IFSPSDTVP3Q3510BIDZARUPEB.2.xlsx,0,1.52,4.00,0.00,1.00,3.00
3.834940.CIUKHWLIWMNLQOATYHNNWJIFE0HKM3GFA.1.xlsx,0,1.15,2.00,1.00,1.00,2.00
3.834941.MENAUHSO0AWOMTEIPF24HZHEC2IFBLIAB.1.xlsx,0,1.15,2.00,1.00,1.00,2.00
3.834942.PDBS0UICT32NWPFILAN4HE354HM4QACXB.1.xlsx,0,1.15,2.00,1.00,1.00,2.00
3.834943.OMFOCLG102EU1LGOVKUZWLTY5MUCKYGGA.1.xlsx,0,1.17,2.00,1.00,1.00,2.00
3.837000.N42VQ41R2RCYZ11ZUC2IWEXYVM3XHEJQA.1.xlsx,0,1.16,2.00,1.00,1.00,2.00
3.837005.M3CSBP3K0KF3Q40P4E3BE2XYUT45IGX3A.1.xlsx,0,136.18,421.00,0.00,95.00,356.00
3.837302.O2X1ZKFBXVWPGZTW2SJMTOHIAIC14UFZA.1.xlsx,0,1.19,2.00,1.00,1.00,2.00
3.837360.D0Z4JQEVGFRJ2YB0GH3SPHH3DQSPLTHGA.1.xlsx,0,1.18,2.00,1.00,1.00,2.00
3.837383.NUSYUIANOOJW2JNIS31CBHEE0UW3TLAWB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.838428.H3EEAUN0AMEI3JTAECKZWOXEC0ZOTE1TB.1.xlsx,0,1.49,18.00,1.00,1.00,3.00
3.838432.ATCWD3GVQKJ5I2YDX0FPRLTSFLTKQCZAB.1.xlsx,0,1.48,17.00,1.00,1.00,3.00
3.838631.LDCULIMGFJ3TKUE2MNM2FL4QBWYHBOPDB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.838636.OJLUGSIUXDKF2010QOMWU21Y0IHH5I15B.1.xlsx,0,1.47,19.00,1.00,1.00,3.00
3.838655.AO1MGVJMI5IHKAAU5ESR5RI2A1RHEAIKB.1.xlsx,0,1.46,19.00,1.00,1.00,3.00
3.838797.FXMRTAGADONOZML1CLMMQK5PXBYYJGK4B.1.xlsx,0,0.82,1.00,0.00,1.00,1.00
3.838964.LYZAHIZF31IWI0KDUKF3EM5GLKYH15PTB.1.xlsx,0,1.17,2.00,1.00,1.00,2.00
3.839048.CF1JLW0PYO0BHZZ2FYJTX0SU2M5J1SQVB.1.xlsx,0,30.15,80.00,3.00,30.00,56.00
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.1.xlsx,0,2.16,10.00,0.00,1.00,5.00
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.2.xlsx,0,2.16,10.00,0.00,1.00,5.00
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.3.xlsx,0,2.16,10.00,0.00,1.00,5.00
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.4.xlsx,0,4.05,19.00,0.00,2.00,11.00
3.855260.JY2RMXX3C3GZNIJ45OMT4RSJ3RU1S0PDA.1.xlsm,0,1.67,4.00,1.00,1.00,3.00
3.855287.CHCRZ3PDMRFXYDY2TELF1NI4XSODUDWDB.1.xlsm,0,1.00,2.00,1.00,1.00,1.00
3.855312.HVZOBFCEZXAXVAGAABB4VD3UUNJBMMXGB.1.xlsx,0,1.15,4.00,1.00,1.00,2.00
3.855401.NQTNQVQG0JR3WD2L3YKWVA5FO2UAGXHMA.1.xlsm,0,2.08,5.00,0.00,2.00,4.00
3.855406.JBG2EVUODD3RI40ZG41BNX3AWW3PRJW1A.1.xlsm,0,1.00,2.00,1.00,1.00,1.00
3.855463.N1LDOTHBEL4ZEC1VFUGI1QEDRMW1NRVLB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.855490.H0N0OXI0IYXVMIWWQHWL5X01NLXWVTZPA.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.85559.DP4B24LUHWXYIL1LXATZKR3H12TAFKSVA.1.xlsx,0,86.44,275.00,2.00,64.00,215.00
3.85559.DP4B24LUHWXYIL1LXATZKR3H12TAFKSVA.4.xlsx,0,86.47,275.00,2.00,64.00,215.00
3.855804.DZEOZQGF32EYOKEEMV04JASQ1AKSFX2RA.1.xlsx,0,1.49,3.00,1.00,1.00,2.00
3.856015.A3BABD4BDCFHUGTZDTG3PXP3YOQU3HWOA.1.xlsx,0,1.04,4.00,1.00,1.00,1.00
3.856020.DTYE23TGBYHZWR2E3XTZ31HSDUMTFJHYA.1.xlsx,0,1.00,2.00,1.00,1.00,1.00
3.856853.PC4HEJ3IXGMRXOZXQTDO4FDNEQ5IQO4BB.1.xlsx,0,1.46,14.00,0.00,1.00,3.00
3.857806.MPQNLLQYGEN4KWBWXZUSAC34KKLXNVZXB.1.xlsx,0,1.51,20.00,0.00,1.00,3.00
3.858005.CSUAAG44HVF0QGWG2Q3RA13NMUEP4DAZB.1.xlsx,62,55.79,1219.00,0.00,1.00,4.00
3.858005.CSUAAG44HVF0QGWG2Q3RA13NMUEP4DAZB.2.xlsx,0,0.66,37.00,0.00,0.00,1.00
3.858005.CSUAAG44HVF0QGWG2Q3RA13NMUEP4DAZB.4.xlsx,0,1.33,5.00,0.00,1.00,3.00
3.858242.CCW42IYVLH23S0Q2PNRUQJUWNM2JUHIIB.1.xlsx,0,1.56,6.00,1.00,1.00,4.00
3.858244.JKKJ3QFWQXW5BO1IE00XLPPSGDCPQLA5B.1.xlsx,0,1.52,5.00,0.00,1.00,3.00
3.858497.FYGGIY3L1IKHKHHNND4FWF5D5VVE5Y11B.1.xlsx,0,1.13,21.00,0.00,1.00,2.00
3.858834.AEUESQBSRELBEEVUDMJHGD3BH5O1T10RA.1.xlsx,0,2.21,4.00,1.00,2.00,4.00
3.858857.OQLG42ASGU2QFIF2LLYCVHDT5KN1R4IWB.1.xlsx,0,4.81,47.00,1.00,1.00,19.00
3.859146.DFFCA2MHTVZ2VGDOSFEN2ZEITLG2JL1JA.1.xlsm,0,0.00,4.00,0.00,0.00,0.00
3.859151.IUBPOMBOWHO34VMHPJHVYSPQLSV3K5QOB.1.xlsx,0,1.52,5.00,0.00,1.00,3.00
3.859156.LI50CNG3SZNPIQOL10M3XM3V0NTZTUQPA.1.xlsx,0,1.56,6.00,1.00,1.00,4.00
3.859184.H1H032FBIO4OXGAAQD3H1LXI4DJ33SSRB.1.xlsx,0,2.21,4.00,1.00,2.00,4.00
3.859263.FLO35YXURUCGJMJ2J3UY531RLKKVBOHGB.1.xlsx,0,2.21,4.00,1.00,2.00,4.00
3.859681.K43LJEXYLWVZS11QIBJBWYGIWG40IZONA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.859704.BAV5NIHUDVBKD3CKSNGLIXJN55LRPV3HA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.859719.BTHEX0OEQKNI5NX25AV0TJGOGMCS1BIIB.1.xlsx,0,1.20,2.00,1.00,1.00,2.00
3.860276.GS2JHHNRLD0VALSYUMZWM0FM0QJ4X0YGB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.860356.H5QWY421GUDXMJEDHAHL0JXSGY4VKA2YA.8.xlsx,0,1.25,3.00,1.00,1.00,2.00
3.860585.H3YP1HPHBTSL2RSLQ3CNSNDQ1DFHU0OUA.1.xlsx,0,23.06,53.00,1.00,21.00,46.00
3.860918.BNZGOQQZ2ZBX1T5DIDV0JCNVPC2LG0PCA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.861105.GVKQ5CWIJTHDSVSS1GDGGVSJXU45O5S5A.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.861133.DXCNDG5N43XW5XTJTAXG5CSJTW0TONBNB.1.xlsx,0,1.21,3.00,1.00,1.00,2.00
3.861147.KPBU15COYDQGI42RAD5VU3FAGHTVMY44A.1.xlsx,0,1.45,9.00,1.00,1.00,3.00
3.861150.HBIGVBISETSY2ITAYW3OG22LS4FBOJGXB.1.xlsx,0,3.20,53.00,1.00,1.00,3.00
3.861165.C4QQPZMMVWUT05YND5COFVBGN3ZL5JSSB.1.xlsx,0,1.50,9.00,1.00,1.00,3.00
3.861172.OPJLL5XRFVMB5CMGS0JGL4DWK5E4QBTLB.1.xlsx,0,1.53,9.00,1.00,1.00,3.00
3.861187.AVNXJDJMMZ0CAH1M2MW5DG3O2XCUJGVTB.1.xlsx,0,1.53,9.00,1.00,1.00,3.00
3.861225.L51ARCH50ZH0HON4ZCIJG2SK3J5XGJDBA.1.xlsx,0,2.07,36.00,1.00,1.00,4.00
3.861239.N50NJP5NRKIZZUVMSWLFTQMVGRTK4M4XA.1.xlsx,0,2.60,36.00,1.00,1.00,6.00
3.861250.G2FO05Y3WADXVDH5QWRHFCUQR1XQO2APB.1.xlsx,0,3.43,36.00,1.00,1.00,9.00
3.861251.BVJFEV0AUBXNRJTYD43FCON15D2UTDBSA.1.xlsx,0,3.43,36.00,1.00,1.00,9.00
3.861267.HJX0LU3DPRSSWTUXFX3XJXKVLEPYER1MB.1.xlsx,0,1.21,3.00,1.00,1.00,2.00
3.861275.I5IUQ0NNHE0XQHZPGB3GEIRAP31CNQHSB.1.xlsx,0,3.42,36.00,1.00,1.00,9.00
3.861324.JKGFIHIP1YRT5TVQWCOEGCSRRYJMFN03B.3.xlsx,0,1.21,3.00,1.00,1.00,2.00
3.861450.FRPNLXTAJ4OMTEL3EDVW41OTNI53FSYQB.1.xlsx,0,0.45,1.00,0.00,0.00,1.00
3.861658.ODNOR51431SG4GVGAIF44C1WYNYHXJPKB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.861685.MLHWQTFUU24EYD3KBBMDHCU4ZFY03QRPA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.861714.AW22V4DRCCTLJKOEIP0RCHK5OSWIJTWKB.1.xlsx,0,23.06,53.00,1.00,21.00,46.00
3.862785.CTCC0FFMATCBLP0W1JBPKDD4JPEFMSIDA.1.xlsx,0,1.20,2.00,1.00,1.00,2.00
3.862788.NKKFOKKGZIZJJWKGYE4H5FVMKBY5ECXWB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.862792.G2BAHFDIA2NOCQVOEYY4HAZHN51HJ30EA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.862828.OAL3QWBIBCN0VSXBXDWKNAECKSEMNKTWA.8.xlsx,0,1.25,3.00,1.00,1.00,2.00
3.862848.MGNNMF3J5IAACKENO5PSF4AZ5TXDMZRCB.1.xlsx,0,1.51,9.00,1.00,1.00,3.00
3.862853.I5EDBNOLBTRT3Y0TQSJJ2PHRCM0DS4YSA.1.xlsx,0,1.51,9.00,1.00,1.00,3.00
3.862866.CR3I0GUYY1V3S5EETWOIV541GAITNAGMA.1.xlsx,0,1.50,9.00,1.00,1.00,3.00
3.863592.AR1VTWXTJWKNGJEZKQXJEU11SFFYBTPKA.1.xlsx,0,23.06,53.00,1.00,21.00,46.00
3.863671.PWCATXA3W4XX5YBU3L1QKRIAUHAEQOOIA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.864845.NNC4DOEABHVPRLBYSCRPJUUFM0TESSJUA.8.xlsx,0,1.25,3.00,1.00,1.00,2.00
3.864889.HQBRUTTUKNA2K5D1S1OVI2GYVBCBSS1OA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.864934.MDHOCF2543RIO5DWHTXZAPJQYV3FPB5PA.1.xlsx,0,3.43,36.00,1.00,1.00,9.00
3.864976.DQEGYLJMW2LJIUHU0YA12BCCKISJCR1CA.1.xlsx,0,2.87,36.00,1.00,1.00,6.00
3.864976.DQEGYLJMW2LJIUHU0YA12BCCKISJCR1CA.2.xlsx,0,3.43,36.00,1.00,1.00,9.00
3.865056.NCCF4ZQXSE2XBUTLPCYRG3DWOKSNQXZUA.1.xlsx,0,3.20,53.00,1.00,1.00,3.00
3.865056.NCCF4ZQXSE2XBUTLPCYRG3DWOKSNQXZUA.2.xlsx,0,0.11,1.00,0.00,0.00,1.00
3.865112.IIJKLSTGPXLP1JTWR42AGYDCZ3HFCUKLA.1.xlsx,0,2.74,53.00,1.00,2.00,3.00
3.866195.GHXGM5V3GML2RSFDRGUBVY1BJYAK4RARB.1.xlsx,0,1.26,6.00,0.00,1.00,3.00
3.866195.GHXGM5V3GML2RSFDRGUBVY1BJYAK4RARB.2.xlsx,0,1.33,5.00,1.00,1.00,2.00
3.866210.J1QHOIWOP0VOQHI5K24FBTRSO5XKZPBIA.1.xlsx,0,1.28,4.00,1.00,1.00,2.00
3.866288.DSEBAHRKKMN5HZAZJNFZSUT4CRT1GNTVA.1.xlsx,0,1.57,21.00,0.00,2.00,3.00
3.866489.DHLN11LAJZAWV5YIGR2UHUOMLQQJSQ15A.1.xlsx,0,1.70,3.00,1.00,2.00,3.00
