workbook,complex,very_complex,exceptionally_complex,formula_cells,total,mean,max,p10,p50,p90
bkgconc.xlsx,0,0,0,0,139,0.300,0.300,0.300,0.300,0.300
3.925965.I3X5JMH5RDVEICSQ0XYQC4H13PECWCOFA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.397095.OXB02S55HKIFURU0IHEP2KBWRK1ANFKRB.2.xlsx,2126,292,1207,0,8527,2.199,15.000,0.200,0.500,5.300
3.332673.DT2RVOLCWKDSEMUPEO5Y41LQCY13WPZRA.1.xlsx,6,5,2004,0,2017,25.816,28.300,23.700,23.700,28.300
3.631867.MUJ041Q22GH2OXCQMISFYG1X3O0M5YMKA.1.xlsx,64,0,0,0,600,0.658,2.800,0.300,0.600,1.800
3.457048.FKUNOULJV4QVTRUXW5VP44LYVAMRDDKCB.1.xlsm,27156,0,0,0,27178,2.698,2.700,2.700,2.700,2.700
3.375764.GGGGOXI3PG2EN5MPRWPMWKXVY1LQ2ASHA.1.xlsx,56,0,0,0,532,0.584,2.200,0.200,0.500,2.200
3.656651.HW01VKH2QKL1UPA1CB5GDBBGHOAE1CYWB.1.xlsx,248,225,675,174,1373,4.525,10.100,0.500,3.500,7.900
3.215627.NB4CD20UBQRFETMYY55VBMS0L0M4JEBDB.1.xlsx,91,0,0,0,1454,0.594,2.200,0.200,0.500,0.800
3.451891.OYFYXFMEA2KMKE10G20W0ZKKEO4TWJLWA.1.xlsx,37,71,0,7,594,0.836,3.300,0.300,0.300,3.000
3.1176860.NWISBQVXSPHSEWTHS0WDU2VLYTZQPCUWB.1.xlsx,601,1,0,1582,6086,0.507,3.800,0.300,0.300,0.600
3.92891.G5RELK5N0Q50XTORHF5FHWID4J5IELDQA.1.xlsx,1327,383,94,0,9275,0.885,5.700,0.200,0.600,2.200
3.456996.MPY4OTSV2X50ZN1RBFK1ARC0R5PAOAQUA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.58382.P3EMAU0QCUDNZRGHRO0UBEOANZH5Q15FB.1.xlsx,0,0,0,55,220,0.425,0.500,0.200,0.500,0.500
3.734686.BZH5UAAZCY15ZCLW2JCU1U1PBS5F1QXPA.1.xlsm,1951,816,2456,1510,15893,2.434,16.100,0.200,0.500,11.200
3.412858.PN2N5WCKWWDEG3KGH5I2TLOUAABVDFVXA.1.xlsm,541,228,316,1,3218,2.090,24.200,0.200,0.500,4.800
3.403134.LTSHM40G1FLWNWHI2ZU5IX0ANKUO5XKUB.1.xlsm,38580,0,0,0,38602,2.699,2.700,2.700,2.700,2.700
3.467059.PA5K4GJFCLL01FBHIEXWLKKWO50DLDY4B.1.xlsm,26640,0,0,0,26662,2.698,2.700,2.700,2.700,2.700
3.192992.G2RMDSFDWO510WVCBAYLUAK04X1FTT0KB.2.xlsx,1576,0,0,0,1576,2.200,2.200,2.200,2.200,2.200
3.404288.KQOT2L2OYNZ3A3E3LMVR5X41PS4N25YNA.2.xlsx,459,26,30,0,10526,0.367,20.800,0.200,0.200,0.200
3.603863.AJXPFO2YSOFQ3S1UKXCKQLMX4IDPNYL3B.1.xlsm,811,685,0,2,4773,1.269,4.800,0.200,0.500,4.700
3.672122.FNAEUIMT2EY3MGWHQ3GIJDOFIZT3KAIJA.1.xlsx,1702,68,0,1,5316,0.935,3.300,0.600,0.600,1.500
3.444848.CPEGXAP4EBA302T53N4YJY2WZQPS5Y0BA.1.xlsx,398,127,0,2,2071,0.983,4.200,0.300,0.600,2.700
3.87175.GYUVABCXTAKD1XB5W2J3HXFHI5TD3ZBQA.1.xlsx,224,11,0,26,1417,0.774,4.800,0.300,0.600,2.200
3.741170.P0ARVO32ZZPIWHRJFN2UTDQMS1CVJWU3B.1.xlsx,66,0,0,3,544,0.588,2.200,0.200,0.500,1.200
3.60649.EU4C2PUW0PNYNOD3HQ4I30GPAHCV4P5XA.1.xlsx,584,0,12,0,1979,0.982,7.200,0.200,0.500,2.200
1999-2001.xlsx,22,3,3,0,231,0.700,5.300,0.200,0.500,2.200
3.822799.IHC44LDWRRZX0BSCLM5CDBZSZ3VRSK24B.2.xlsx,41,0,0,0,371,0.694,2.800,0.300,0.500,2.200
3.1009460.EUIFNNQLUVSF0HCZ434UH0NAKOITEWGVA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.1166832.MOXSBKJHZLE5UJJXLBT55D1JHKY5CP2AA.1.xlsx,78,0,0,2,78,2.200,2.200,2.200,2.200,2.200
3.893833.LJK1T33QKUA3PBHJYZYV3ADGE3C45AQTA.2.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.821913.CN0QVFSYFLBCXOUM4FJHG45OVEYIXQNHA.1.xlsx,41,0,0,0,371,0.694,2.800,0.300,0.500,2.200
3.439950.EQN33KPJC5TQOBE4RTJN4BYU5FFMHYTGB.1.xlsx,94,0,0,0,1975,0.608,2.600,0.300,0.600,0.900
ch12_fig12.2_workings.xlsx,362,55,0,114,492,2.220,3.200,0.200,2.500,3.200
3.415527.EDLG5JWHABJULT2LH34OASVRCKOSMQKNB.1.xlsm,553,228,318,1,3203,2.110,24.200,0.200,0.500,4.800
stz_083103_financials.xlsx,141,0,0,35,496,1.016,2.700,0.200,0.700,2.500
3.354678.OXX0ZPVUESDVR1MD41L4KZA4UPOUNA4KB.1.xlsm,0,3014,0,7614,24112,1.050,4.900,0.500,0.500,4.900
3.361247.BCPEMBKD4TPMC4N1OQPKGBYIJCUEOZJ2B.1.xlsx,171,133,0,0,457,2.291,4.300,0.200,2.500,4.300
3.1215474.PCRRTZGY0FBP14J4KQGNIQ3FYIUUWMMAB.1.xlsx,92,0,20,0,353,1.362,10.200,0.200,0.600,2.800
3.310951.JPPH5Z4L1ZYCGXTWOCQJS3TJGPCP0M1PA.1.xlsx,431,0,0,431,2556,0.737,2.200,0.400,0.400,2.200
3.772521.GUPGNJ55GP2YRDFPB0QL3WGM245YILMTB.31.xlsx,0,0,0,184,167,0.202,0.300,0.200,0.200,0.200
3.1195210.HMASBEGKEQ31W33GN0SMO5EX5VZJX1K1A.1.xlsx,92,0,20,0,353,1.362,10.200,0.200,0.600,2.800
3.891139.LUQAD0XEPLRD35AX1USIDLT3FZNJRIHSB.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.445848.NKL3CXG4YF4A5K3OKKQQAPYEX0JF2DSXA.1.xlsx,94,0,0,0,1995,0.609,2.600,0.300,0.600,0.900
3.989309.IAJKN52ZQEQWOPBSVFV55URSTISEN0G5A.1.xlsx,245,15,55,10,2220,0.860,11.800,0.300,0.600,1.300
3.115749.AWB4XWSO04RR1TXA1XVM0YUVVQKL2DB4A.1.xlsx,237,11,0,26,1251,0.820,4.800,0.300,0.600,2.200
3.646406.HFFEZCFKIPWU5X4N34YXMFDEC22TLAGPB.2.xlsx,229,1,0,0,279,1.872,4.600,0.200,2.200,2.200
3.734621.HRY5NUEQZVZLU4NXDMFQ5TR5DJ3PYCV0A.1.xlsm,1951,816,2456,1510,15893,2.434,16.100,0.200,0.500,11.200
3.216645.ALY4EK0SSPE0FTMBXL2CISYJ0PDWGO0FA.1.xlsx,91,0,0,0,1375,0.599,2.200,0.200,0.500,0.800
3.1163264.MKV5IOBAQJDWXD1TKPIQCMZLN54ZH4LFA.1.xlsx,460,0,5984,2,6830,5.712,6.300,2.400,6.300,6.300
3.553457.N3CRV5ZOILY4QWN2ZNKVZAI3Z3ZENIRGB.1.xlsx,0,0,0,102604,0,0,0,0,0,0
3.420052.E2VM0OWVVQWDL4E0EA3LK5J03MMQ1LOAB.1.xlsm,120,96,778,2,1809,3.234,14.700,0.500,2.300,6.200
3.208563.MFN3MXUTUOVPN5JFUNO2OXB0KST2FCY2A.3.xlsx,16,69,69,0,339,1.928,7.300,0.200,0.200,5.000
3.189149.H3BYBM5CUO02OB3S2OWAFDFZTIIDWBB0A.1.xlsm,159,75,421,0,2540,1.439,10.300,0.300,0.300,5.500
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.8.xlsx,20747,20138,0,0,40885,3.487,4.400,2.600,2.600,4.400
3.496998.C43EUCLMWAWA5QJPA4LKNQY5LVH1N1BAA.2.xlsx,21,0,0,3,198,0.608,2.500,0.300,0.500,2.200
3.420868.K5S5ZGON1NMBBM4RFW3KR2YCXYU0JQVHA.1.xlsx,14,0,0,0,1316,0.516,2.000,0.400,0.600,0.600
3.545316.M3BMULFMVLZIEV5OAO32BVPSS0EAIJO1B.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.359492.ISGH4HXW1PPB0CQLV0ZNHVFKND21KWSIA.1.xlsm,375,240,122,399,981,3.069,8.400,0.200,2.500,7.000
3.1161658.F4OAUM2HP2DLBUI0NTVARIUVXIZU5IYOA.1.xlsx,460,0,5984,2,6830,5.712,6.300,2.400,6.300,6.300
3.874504.C0YLYG0CKMTOHT540Z53X11IXC1CS0SNB.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.484273.H2DKH3VSLPVMFGPKEAIITOYOLF0R2MVUB.1.xlsx,2,0,0,231,275,0.392,2.000,0.200,0.500,0.500
3.916002.ODIYQEM0JHZUV4N2OSNZAT3SVA3PX3E5A.1.xlsx,1900,0,0,0,1900,2.200,2.200,2.200,2.200,2.200
3.407455.OORSRWHKY400MLNKAOSBBTKT3IS1N3PBB.1.xlsm,263,0,32,0,386,2.177,5.300,0.200,2.400,2.600
3.72522.EINVZRXEUGYNUIKJRCV31Q11QVKHUNPDA.1.xlsx,10041,0,0,24495,10049,2.198,2.200,2.200,2.200,2.200
3.413970.MRM3LMV5APRDOMD2WMLZDGP34S1VB3J3A.1.xlsx,109,0,0,1,685,0.750,2.600,0.300,0.500,2.200
03_04cor.xlsx,1089,0,0,0,1097,2.185,2.200,2.200,2.200,2.200
3.878467.B2VRXP1QCBNAMVKPI33H10FPL4JFDHUHA.1.xlsm,27156,0,0,0,27178,2.698,2.700,2.700,2.700,2.700
3.421074.IH4LQBL1XOVTQZ4ZSPSQEG1R454YPSXCA.1.xlsx,11,0,0,0,1034,0.516,2.000,0.400,0.600,0.600
PLANCK.xlsx,400,0,404,0,804,7.174,11.900,2.400,11.900,11.900
3.461808.IPMCFIMUUG5EYVBIIARF5S00MWB4JV0IB.1.xlsm,15624,0,0,0,15646,2.696,2.700,2.700,2.700,2.700
3.463454.IX5WUTEEJPHXJGONFVPNVLIZZRRLJ4FYB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.204358.BPHOX03WJOYXBJPGS5P0SP2IPMKIVY4PA.2.xlsx,17,133,71,0,408,2.249,20.000,0.200,3.400,5.000
3.1168736.OR214D41EW1QXMOSSOZ3XLJZGNOBAXTZB.1.xlsx,0,0,0,0,367,0.600,0.600,0.600,0.600,0.600
3.947563.E14KTAJ0W32IPBZD5YRPOEYEBI41OOSWB.1.xlsx,1,0,0,0,397,0.556,2.200,0.500,0.500,0.700
3.390143.KBZOAUCJ4LPQZ4HXRMAH0T0N1WVU11NVA.1.xlsx,56,0,0,0,532,0.584,2.200,0.200,0.500,2.200
3.253105.E4VDD2J5ZPHECYBVZOLOJKV2PCFCSNQCB.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.420819.ATGTODFDPAN15NCOOVSS10KRJS5JLNHEB.1.xlsx,507,1,0,1293,5156,0.504,3.800,0.300,0.300,0.600
3.412929.GYYCHW3HUTHAA4NU1APEYLRYC3XFU5ONB.1.xlsm,42703,0,12365,3088,55554,3.547,13.500,1.400,2.200,9.600
3.287297.JRGN3G4K5TCY0TDI30UITM2OZWBGN0YBB.1.xlsx,0,0,0,0,448,0.397,0.900,0.100,0.500,0.500
3.61918.OHWYS1KRJ4SYPHFT2XEV0KXIP0IHRTGXB.1.xlsx,237,11,0,26,1251,0.820,4.800,0.300,0.600,2.200
3.57611.FDMMSAJQ01IE0OI53GZWQGFASVRD1CMEB.2.xlsm,3696,873,32,13,14704,0.991,5.400,0.200,0.600,2.200
3.365745.P3XTECVIKKAERCIZDO20ZPAY3YZHFULNA.1.xlsx,28,0,91,53,1384,0.837,5.300,0.200,0.600,0.600
3.545336.GKA1V5SMU5G2IAQWRPA4WIRHLADBSM1WB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.765304.J00TNKQIXOVSNA3USD3M0U41PVV1MRCMA.1.xlsx,146,8,0,4,1038,0.622,3.000,0.200,0.500,1.200
3.1145674.JLS33X5XLCF1F4IB34RHOMQ4C52C4HQRB.1.xlsx,0,0,0,216,286,0.600,0.600,0.600,0.600,0.600
3.80525.N2YQ511OP0F2E35D1WF133MOOSR1WVCFB.1.xlsx,46,164,12,0,529,1.899,6.200,0.300,0.900,3.900
3.820342.O15KZSXJCZK51DFFDLHZM30NK4GFFKWZB.1.xlsx,2920,135,1,0,7841,1.095,5.000,0.300,0.600,2.200
3.660944.I0AQ1IILMVTTN25Y4KB1XZHX31NKGW1EA.1.xlsm,1822,96,0,156,2768,1.759,3.700,0.500,2.200,2.400
3.656539.BVDAMBK15S1FX35GY21L2J3PQIS0AA2RB.1.xlsx,13536,0,9024,1623,22560,4.580,11.800,1.500,2.800,11.800
3.110169.IQSXTWNQRLDPQ3LXU3QOAY3HOHRTWNQWA.1.xlsx,98,0,0,59,198,1.333,2.600,0.500,0.500,2.200
3.308441.JN5H1GODIR5XWTBOPXG3OGWPXPPDL221B.1.xlsx,109,0,0,11,253,1.232,2.200,0.500,0.500,2.200
3.545363.KRODFCPLFHFYRNZA5E4GWR50GV4LMBW1B.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.640542.NU1F3QKZAEQ3COGRPNSNY3XVI5ZMELGOB.3.xlsx,72,0,0,0,204,1.150,2.200,0.600,0.600,2.200
3.357602.GPPLZMUQAWEH1X4DOJXJ3LSJ1EFO5URKB.3.xlsm,615,240,1640,484,3011,4.033,8.400,0.500,5.500,5.500
3.545047.MHZQFPXJJ53TA4FQVB1ZS2P5Y4T2KQSCA.3.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
FASTFACT&DETAIL-FA2002.xlsx,161,0,0,2,1330,0.701,2.300,0.500,0.500,2.200
3.678039.HAY5Z5MIVM0HKZBTEUX1ZKPWRZWALZXLB.1.xlsx,0,0,362,60,422,4.531,5.200,0.500,5.200,5.200
3.883982.GS3ZPFNL5XUPQ0VVDQDMVEPCV4OPMDSUA.1.xlsm,15624,0,0,0,15646,2.696,2.700,2.700,2.700,2.700
Voice%20Profile.xlsx,10,6,0,0,133,0.795,4.300,0.200,0.500,2.800
3.1223434.O2CYYIXGRVIQLYLZEE2R3JKXUVVQUCTIB.1.xlsx,35,0,0,21,389,0.592,2.500,0.200,0.300,0.800
3.931559.CEYG5QUHUUBBRSLBRR3U0GOZZ2K4FDGPA.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.203620.LBQA3FMV1ICHLOVBJYFAOAEBUYIOIG05A.2.xlsx,17,133,71,0,408,2.249,20.000,0.200,3.400,5.000
3.601679.DNOQFUICJNA4HOVF15BWK3ZT1L3KG3GZA.2.xlsx,1511,6,0,0,3060,1.418,4.400,0.200,0.500,2.500
3.866288.DSEBAHRKKMN5HZAZJNFZSUT4CRT1GNTVA.1.xlsx,574,0,0,572,2331,0.803,2.300,0.500,0.800,1.200
homework%202%202003.xlsx,40,106,342,0,646,6.026,12.200,0.200,5.700,11.200
3.1168999.JAEJG3SMZTSRUMS30XWPWUCYDUDGD3Y1B.1.xlsx,0,0,0,548,247,0.354,0.500,0.200,0.500,0.500
3.135866.EYJDIPPYLMI2GTLYJ2NVQZCMW0XIBJV0A.1.xlsx,85,4,0,2544,4070,0.414,4.800,0.200,0.200,0.800
3.456317.DX2LSTXCJT2FRJ5MBHGBBNVPYO23HSFAA.1.xlsm,0,0,0,765,8064,0.500,0.500,0.500,0.500,0.500
3.234522.NLCTR1OUNOA4ONG2PN15ITHPXO0JKW3IA.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
3.1030818.HDOIASTWAUQQTZNY3P4DBKFYIC0C55P2A.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.1139102.NKTZTXTXDPPTAWRMFFLMUHLDQQWMJPU4A.1.xlsx,78,4,0,25,651,0.673,3.100,0.300,0.500,2.200
3.87364.L50FULRC14WAGPHGPRFMPX4K3TG51SS4B.4.xlsx,194,0,0,42,1984,0.651,2.900,0.200,0.500,0.800
3.467365.AXISKJV1GDSL0WPUDGKDCKBFJROQXBEYB.1.xlsx,564,0,0,1352,678,1.149,2.200,0.500,1.100,2.200
3.548848.NOZCNRME5X0OUDC0WY4GVFMVCZAJGPGUB.1.xlsx,10007,0,1352,0,68189,0.652,21.600,0.200,0.200,2.400
3.285369.L4RQ1EHVPCVI5C1HDB254XC4M2FQB2JIA.1.xlsx,83,0,0,0,177,1.297,2.200,0.500,0.500,2.200
3.545298.IB3H02LSLE12YF0ROFD1ADJJLQGN1IWOA.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
modelinggrowthrates.xlsx,104,0,0,115,206,1.062,2.300,0.200,1.500,2.200
3.298678.JRM2PBTANFVN2Y2ACTB2X2I11IWF4221A.1.xlsx,3944,0,0,1599,3944,2.200,2.200,2.200,2.200,2.200
FS_Upgrade_Proj_Mgmt_#A829F.xlsx,0,0,0,0,448,0.200,0.200,0.200,0.200,0.200
3.463453.LNWYBVMWOIQ5BLSFUIMMMQTTWIY53YQDA.1.xlsm,38592,0,0,0,38614,2.699,2.700,2.700,2.700,2.700
3.816988.ICRZB0PVU2GFNGXG5AJI2DMFH44KKAWAB.6.xlsm,211,1,72,0,1052,1.178,8.900,0.200,0.300,2.200
3.140748.HZYCLGBZHOH1CS3Q2GFCM2SBLW24SS0VA.2.xlsx,0,151,0,0,151,3.400,3.400,3.400,3.400,3.400
3.105485.CFD32DGD5CWG32TPTEK03IZ0GFCP4L5CB.1.xlsx,0,0,0,55,220,0.425,0.500,0.200,0.500,0.500
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.5.xlsx,11087,3984,0,0,22918,1.871,4.500,0.500,1.100,4.500
3.193099.B1AGJKVCCVFTADFSIB2QODZRPQFD5JDUB.1.xlsx,35,0,0,26,159,1.106,2.900,0.600,0.600,2.900
3.545292.BEIPB1EP4J3QLWAG4UCFJVT4SEO2SQAOA.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.439987.GOF2VRY5W15ETAPD2XBMJ3EXDTXPLQXGB.1.xlsx,94,0,0,0,1982,0.607,2.600,0.300,0.600,0.900
3.997821.FUO43FV1NPLUYCHBLOCOCBQ40TMUSFX0B.2.xlsx,18,309,150,0,1404,1.944,5.000,0.300,0.500,5.000
3.545402.GH5XBTLJFNFYSRXDMX5Z2OXLGQSA0DOVA.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.922549.ECA533NYKOIYAWS04H5NBRHT2S44E032A.1.xlsx,245,15,55,10,2220,0.860,11.800,0.300,0.600,1.300
3.410360.JPORNLYBUJGXV1OVBE1PT4N24B5KXD3RB.1.xlsx,10,0,0,0,107,0.659,2.200,0.500,0.500,0.500
3.420244.CWGUSD01JZKCXRLO3GAEOGZ21HMN2432A.1.xlsx,173,90,0,2,1286,0.920,3.100,0.500,0.500,2.200
3.545565.OJYBRMCBEOKOHDOJWF1MMFRYVVMAPKLRB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.622413.AV2NHFZF4NU0TTJSRSC0WRZE1UYQJP2MB.1.xlsx,347,124,0,7,1837,0.891,3.100,0.200,0.200,2.500
3.459517.D5PYD4H1HDW0I15JIVW3PFQ0NGR0HBM1A.1.xlsx,499,0,0,1150,610,1.130,2.200,0.500,1.100,2.200
3.820570.EBDII2FNALOP4VFAINO3UYKGZ1YFFTTQA.2.xlsx,41,0,0,0,371,0.694,2.800,0.300,0.500,2.200
3.85116.LG1TW2CA5N0WIYXAATJDA43BCPQWDMT3A.3.xlsx,120,0,3,7,1015,0.691,20.600,0.100,0.600,1.200
3.452728.I5GZ4AQNC2TWZWCS1I0FTRYG1OKFHQWLA.1.xlsx,42,0,0,12,267,0.611,2.100,0.100,0.500,2.000
3.1131816.BFDV0OJ2NFHXC1QE0U3WLB13WYXV3EMNA.1.xlsx,0,360,0,0,360,3.100,3.100,3.100,3.100,3.100
3.820101.EOBEE0FYQT5YKSFCF1J1ZT5LQJEVTWWTB.2.xlsx,980,23,6,0,4004,0.828,5.700,0.300,0.600,1.600
3.452922.GVKDNJSRJN2NJNVIN1OEYU1BNM5FLKIRA.1.xlsx,199,0,0,0,894,0.703,2.800,0.300,0.300,2.200
3.332937.CY45OUIBH0KNCLXOBNLDZYZXNSFRZ4JIB.1.xlsx,0,0,10784,7529,10954,5.127,5.200,5.200,5.200,5.200
3.289757.LHFKUH33KGFOHXKEIZIOPDDOTDWBCBATA.1.xlsx,139,1,3,0,629,0.696,5.000,0.200,0.200,2.200
3.861187.AVNXJDJMMZ0CAH1M2MW5DG3O2XCUJGVTB.1.xlsx,823,0,19,0,2139,1.267,6.000,0.500,0.600,2.300
3.468895.P2BXGNJB04E3V2SM1HJH4KFUQ2AEBF3SB.1.xlsx,564,0,0,1352,678,1.149,2.200,0.500,1.100,2.200
3.253995.I5AG2TYUFWBA1GA4UQFRTLLBXXGBHHQ2A.1.xlsm,20092,0,0,0,20114,2.697,2.700,2.700,2.700,2.700
3.678115.PTOB0T2SAJJFHIDWIPHNPT5YS3HXT44AB.1.xlsx,0,0,362,60,422,4.531,5.200,0.500,5.200,5.200
3.432951.CM5FSRJYY4QQX4KTG5DQNKQSE20X05HQB.2.xlsm,265,3,0,231,940,0.900,4.800,0.200,0.300,2.600
pamsgam.xlsx,43,6,0,0,159,0.889,3.400,0.200,0.200,2.300
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.26.xlsx,0,0,0,199,165,0.201,0.300,0.200,0.200,0.200
3.938455.DWGY0JKNKG2FRV4JXT355KRTUPRUP1NLB.1.xlsx,1,0,0,0,397,0.556,2.200,0.500,0.500,0.700
3.255491.AZ5JVQST0DO5FOOTAENPLRENADLZHWJFB.1.xlsx,341,0,0,240,685,1.446,2.400,0.500,0.500,2.400
3.878596.K1GVEB3VXAMOVGRC1N11ILWXK4XMLOAHA.1.xlsm,27188,0,0,0,27210,2.698,2.700,2.700,2.700,2.700
3.421856.MYL5IQFUV2BXUO5UDRDSMZ5PEQLNXLMFB.1.xlsx,21,0,0,0,1974,0.516,2.000,0.400,0.600,0.600
3.94241.LYR5S1TZT5HHWWNTBX2ZZBA0MLZ44WL1B.1.xlsx,130,0,0,0,768,0.783,2.200,0.200,0.500,2.200
3.415384.EKWVNGEFBI3K2FTEFSMR2IABUKEEP13LB.1.xlsm,196,0,168,12,714,2.023,5.500,0.200,2.200,5.500
3.324181.GDRYKKSAMP5BJ4N4PIMQSLFKJJMLOCHRB.1.xlsm,4080,0,0,6,5074,1.094,1.500,0.500,1.100,1.500
3.545449.FTGX14H3AUUI2O1WZWPBPTMJHWOSZ2GVB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.354705.KETULL525JPL5IJOPKJEAUQT3MMMCRLXB.1.xlsx,0,0,294,892,294,12.100,12.100,12.100,12.100,12.100
3.308424.B2V55O5USNJCCDSYVQRX3CIS4WOE5DDJB.1.xlsx,109,0,0,15,253,1.232,2.200,0.500,0.500,2.200
3.1223423.FVGFEUXXWUIN2C0XARIXO0N235RZZFJFA.1.xlsx,35,0,0,21,389,0.592,2.500,0.200,0.300,0.800
3.193917.AOPSMCVF3FJCSHPVZ0HCNK12KI1K13V4B.2.xlsx,1576,0,0,0,1576,2.200,2.200,2.200,2.200,2.200
3.1177114.BLXXSDQCVJLLVVNQWLAU4WXFSBBNBPIWA.1.xlsx,507,1,0,1315,5156,0.504,3.800,0.300,0.300,0.600
3.449797.MCFJRU0QSQGDGOQSXEVMTEYSC4L2I1DQB.1.xlsx,94,0,0,0,1995,0.609,2.600,0.300,0.600,0.900
3.774033.K2LUW0DXDJXPTPBVQYRSLCALR40LDH1QA.30.xlsx,0,0,0,185,167,0.202,0.300,0.200,0.200,0.200
Kennzahlen.xlsx,7,0,0,14,73,0.599,1.100,0.500,0.600,0.600
3.818920.KJKP5LYKTNIODOEI4JDOKJ2BXJI5P0BIA.1.xlsx,363,0,0,93,1195,1.115,2.500,0.400,0.600,2.500
3.309389.CIQWPPVGO1CWHIXKREIA42E3M2YBN0DKB.1.xlsx,431,0,0,431,2556,0.737,2.200,0.400,0.400,2.200
3.855260.JY2RMXX3C3GZNIJ45OMT4RSJ3RU1S0PDA.1.xlsm,24,0,422,5,689,5.624,14.100,0.500,5.500,14.100
3.600981.PT3CRW2MLMMDCEZZT3OPITMAIVBS3WCKA.1.xlsx,4435,0,0,0,10247,1.457,2.600,0.500,0.800,2.600
PriceOutputTable.xlsm,0,0,9043,0,9043,7.421,18.100,5.500,5.500,11.800
3.1014178.IYQKZBVKQ2A3ZEE4HVKWZDSKRJIZM1HIB.1.xlsx,1,0,0,0,397,0.556,2.200,0.500,0.500,0.700
3.422514.CL1EMWSLUKFENSSN3KHNTQOWVLCDH5YZB.1.xlsx,104,1,0,309,973,0.537,3.800,0.300,0.300,2.200
3.89961.HC02JDPVUQ41K35GHFZPELKPWGFKQZMSA.12.xlsx,197,0,0,42,1988,0.653,2.900,0.200,0.500,0.800
3.545324.JD4VYGCWARQSKG0GBJZZCAQKSA1I4HYLB.1.xlsx,51,24,231,0,306,13.660,44.000,2.800,8.400,44.000
3.597346.CWGELDG425KZQFOKSXW1ADNL5CUM0C0IA.1.xlsx,1641,753,572,1721,9562,1.105,8.700,0.200,0.200,3.100
3.422700.OFECLSGFA0RI3OMH3BEALN05JSDANTDXA.2.xlsx,129,0,0,7,457,0.902,2.200,0.500,0.600,2.200
3.230468.CUKR4IXL5HRTMJTNUZQJJZNMGGJ2GNKOB.1.xlsx,3366,0,0,0,3420,2.365,2.400,2.400,2.400,2.400
breakevenanalysis.xlsx,6,0,0,8,206,0.449,2.200,0.100,0.500,0.700
3.657724.LYOLVOVCV53X4L1MYBRADTXCGGUFE4QYA.1.xlsx,18225,9112,31892,1509,68395,4.237,11.800,0.500,3.100,6.500
3.463431.P5WP3FOBGXMED1Q2TS0HEQR2ASXELEX3A.1.xlsm,15624,0,0,0,15646,2.696,2.700,2.700,2.700,2.700
3.454418.BTZ3R0BDJSGENMYOHO15DC0VX5EO51AEA.1.xlsx,47,71,0,7,684,0.823,3.300,0.300,0.400,3.000
3.298673.O0TIV4ESNTQL0AZUX3ZR0T3SUPO0QLKCA.1.xlsx,139,1,3,0,629,0.696,5.000,0.200,0.200,2.200
3.539920.DYJNZ3HPMD3GY0IQGZIYZJU33QJ2W2UEB.1.xlsx,2478,0,0,2453,4956,1.500,2.500,0.500,2.500,2.500
3.436477.AFV44FIWHL5BOT013KG4WTW21IHPC1AOB.4.xlsx,228,3,0,6,645,1.082,4.800,0.200,0.500,2.600
3.1134384.BE5U1WK5JRSYGPDSBH5QE5VY15A4BUVIA.1.xlsx,273,0,0,230,297,2.042,2.200,2.200,2.200,2.200
3.463422.NNQG4NEGHOXWXCQ30R2BOM52YDOBDVDQA.1.xlsm,5464,0,0,0,5486,2.690,2.700,2.700,2.700,2.700
3.361511.CCC5JKYX2X5HYGTQQJWBUFADSYTNPRW4A.1.xlsm,832,556,1548,8,6044,2.207,9.100,0.200,0.700,5.900
